"filename", "language", "XML", "JavaScript", "CSS", "JSON", "Markdown", "JavaScript React", "HTML", "Python", "comment", "blank", "total"
"/Users/debraj/Desktop/BookSelling/server/pre_registration/tests.py", "Python", 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 4
"/Users/debraj/Desktop/BookSelling/server/pre_registration/url.py", "Python", 0, 0, 0, 0, 0, 0, 0, 6, 0, 3, 9
"/Users/debraj/Desktop/BookSelling/server/pre_registration/views.py", "Python", 0, 0, 0, 0, 0, 0, 0, 34, 1, 7, 42
"/Users/debraj/Desktop/BookSelling/server/purchase/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/debraj/Desktop/BookSelling/server/purchase/admin.py", "Python", 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 4
"/Users/debraj/Desktop/BookSelling/server/purchase/apps.py", "Python", 0, 0, 0, 0, 0, 0, 0, 4, 0, 3, 7
"/Users/debraj/Desktop/BookSelling/server/purchase/migrations/0001_initial.py", "Python", 0, 0, 0, 0, 0, 0, 0, 16, 1, 7, 24
"/Users/debraj/Desktop/BookSelling/server/purchase/migrations/0002_purchase_delete_cart_data.py", "Python", 0, 0, 0, 0, 0, 0, 0, 20, 1, 6, 27
"/Users/debraj/Desktop/BookSelling/server/purchase/migrations/0003_remove_purchase_books_and_quanty_purchase_book_id.py", "Python", 0, 0, 0, 0, 0, 0, 0, 11, 1, 6, 18
"/Users/debraj/Desktop/BookSelling/server/purchase/migrations/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/debraj/Desktop/BookSelling/server/purchase/models.py", "Python", 0, 0, 0, 0, 0, 0, 0, 9, 1, 1, 11
"/Users/debraj/Desktop/BookSelling/server/purchase/tests.py", "Python", 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 4
"/Users/debraj/Desktop/BookSelling/server/purchase/url.py", "Python", 0, 0, 0, 0, 0, 0, 0, 6, 0, 3, 9
"/Users/debraj/Desktop/BookSelling/server/purchase/views.py", "Python", 0, 0, 0, 0, 0, 0, 0, 47, 5, 8, 60
"/Users/debraj/Desktop/BookSelling/server/review/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/debraj/Desktop/BookSelling/server/review/admin.py", "Python", 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 4
"/Users/debraj/Desktop/BookSelling/server/review/apps.py", "Python", 0, 0, 0, 0, 0, 0, 0, 4, 0, 3, 7
"/Users/debraj/Desktop/BookSelling/server/review/migrations/0001_initial.py", "Python", 0, 0, 0, 0, 0, 0, 0, 17, 1, 7, 25
"/Users/debraj/Desktop/BookSelling/server/review/migrations/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/debraj/Desktop/BookSelling/server/review/models.py", "Python", 0, 0, 0, 0, 0, 0, 0, 8, 1, 4, 13
"/Users/debraj/Desktop/BookSelling/server/review/tests.py", "Python", 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 4
"/Users/debraj/Desktop/BookSelling/server/review/url.py", "Python", 0, 0, 0, 0, 0, 0, 0, 6, 0, 3, 9
"/Users/debraj/Desktop/BookSelling/server/review/views.py", "Python", 0, 0, 0, 0, 0, 0, 0, 59, 2, 4, 65
"/Users/debraj/Desktop/BookSelling/server/soft_proj/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/debraj/Desktop/BookSelling/server/soft_proj/asgi.py", "Python", 0, 0, 0, 0, 0, 0, 0, 4, 8, 5, 17
"/Users/debraj/Desktop/BookSelling/server/soft_proj/settings.py", "Python", 0, 0, 0, 0, 0, 0, 0, 83, 27, 31, 141
